time_,run no,cellno_db,compno,cell_no,layer,volume,elevation (top),area (top),MeHg (unfilt),MeHg (diss),MeHg (solids),MeHg (phyto),MeHg (zoo),HgII (unfilt),HgII (diss),HgII (solids),HgInert,HgII (phyto),Hg (zoo),Hg0,MeHg Mass,HgII mass,HgInert mass,mass Hg0
36645.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,8.912266e-002,7.388108e-002,5.852162e-003,9.096805e-003,3.638722e-002,2.577747e+000,2.419166e+000,1.510294e-001,0.000000e+000,6.700707e-016,1.675177e-016,1.398454e-001,1.279995e+005,3.702205e+006,0.000000e+000,2.008483e+005
36645.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.180691e-001,1.078217e-001,8.539485e-003,0.000000e+000,0.000000e+000,2.596472e+000,2.415533e+000,1.507826e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.672734e-002,1.445189e+005,3.178134e+006,0.000000e+000,1.061560e+005
36650.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,8.454505e-002,7.008620e-002,5.551723e-003,8.629542e-003,3.451817e-002,2.573997e+000,2.415643e+000,1.508136e-001,0.000000e+000,6.690942e-016,1.672736e-016,1.407683e-001,1.214251e+005,3.696820e+006,0.000000e+000,2.021740e+005
36650.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.194451e-001,1.090789e-001,8.638481e-003,0.000000e+000,0.000000e+000,2.616441e+000,2.434122e+000,1.519328e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.690830e-002,1.462032e+005,3.202577e+006,0.000000e+000,1.063775e+005
36655.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,8.098089e-002,6.713076e-002,5.318611e-003,8.265584e-003,3.306234e-002,2.517959e+000,2.363025e+000,1.475562e-001,0.000000e+000,6.545149e-016,1.636287e-016,1.413641e-001,1.163062e+005,3.616337e+006,0.000000e+000,2.030296e+005
36655.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.206263e-001,1.101582e-001,8.723406e-003,0.000000e+000,0.000000e+000,2.635070e+000,2.451463e+000,1.530057e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.710193e-002,1.476489e+005,3.225378e+006,0.000000e+000,1.066145e+005
36660.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,7.806936e-002,6.471636e-002,5.128337e-003,7.968244e-003,3.187298e-002,2.458009e+000,2.306736e+000,1.440697e-001,0.000000e+000,6.389185e-016,1.597296e-016,1.399218e-001,1.121246e+005,3.530236e+006,0.000000e+000,2.009581e+005
36660.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.216476e-001,1.110914e-001,8.796834e-003,0.000000e+000,0.000000e+000,2.651136e+000,2.466419e+000,1.539309e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.730076e-002,1.488991e+005,3.245043e+006,0.000000e+000,1.068579e+005
36665.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,7.574654e-002,6.279018e-002,4.976508e-003,7.731032e-003,3.092413e-002,2.408648e+000,2.260390e+000,1.411980e-001,0.000000e+000,6.260776e-016,1.565194e-016,1.376059e-001,1.087885e+005,3.459343e+006,0.000000e+000,1.976320e+005
36665.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.225373e-001,1.119044e-001,8.860802e-003,0.000000e+000,0.000000e+000,2.664987e+000,2.479313e+000,1.547284e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.749633e-002,1.499882e+005,3.261997e+006,0.000000e+000,1.070973e+005
36670.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,7.389374e-002,6.125377e-002,4.855386e-003,7.541821e-003,3.016729e-002,2.368019e+000,2.222244e+000,1.388337e-001,0.000000e+000,6.155084e-016,1.538771e-016,1.352417e-001,1.061275e+005,3.400990e+006,0.000000e+000,1.942365e+005
36670.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.233188e-001,1.126184e-001,8.916983e-003,0.000000e+000,0.000000e+000,2.676996e+000,2.490492e+000,1.554199e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.768358e-002,1.509447e+005,3.276697e+006,0.000000e+000,1.073265e+005
36675.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,7.241618e-002,6.002852e-002,4.758786e-003,7.390931e-003,2.956373e-002,2.334588e+000,2.190856e+000,1.368877e-001,0.000000e+000,6.068121e-016,1.517030e-016,1.331367e-001,1.040054e+005,3.352977e+006,0.000000e+000,1.912133e+005
36675.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.240106e-001,1.132506e-001,8.966720e-003,0.000000e+000,0.000000e+000,2.687469e+000,2.500241e+000,1.560228e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.786347e-002,1.517915e+005,3.289515e+006,0.000000e+000,1.075466e+005
36680.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,7.123817e-002,5.905168e-002,4.681768e-003,7.270633e-003,2.908253e-002,2.307092e+000,2.165041e+000,1.352869e-001,0.000000e+000,5.996596e-016,1.499149e-016,1.313254e-001,1.023135e+005,3.313486e+006,0.000000e+000,1.886118e+005
36680.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.246279e-001,1.138146e-001,9.011098e-003,0.000000e+000,0.000000e+000,2.696659e+000,2.508797e+000,1.565519e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.803513e-002,1.525470e+005,3.300765e+006,0.000000e+000,1.077568e+005
36685.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.908876e-002,5.726933e-002,4.541229e-003,7.051137e-003,2.820455e-002,2.255327e+000,2.116441e+000,1.322724e-001,0.000000e+000,5.861945e-016,1.465486e-016,1.437729e-001,9.922649e+004,3.239140e+006,0.000000e+000,2.064892e+005
36685.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.251692e-001,1.143092e-001,9.050023e-003,0.000000e+000,0.000000e+000,2.704489e+000,2.516086e+000,1.570026e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.822248e-002,1.532097e+005,3.310349e+006,0.000000e+000,1.079861e+005
36690.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.720801e-002,5.570977e-002,4.418247e-003,6.859078e-003,2.743631e-002,2.207827e+000,2.071847e+000,1.295054e-001,0.000000e+000,5.738395e-016,1.434599e-016,1.486919e-001,9.652533e+004,3.170920e+006,0.000000e+000,2.135540e+005
36690.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.256193e-001,1.147204e-001,9.082392e-003,0.000000e+000,0.000000e+000,2.710541e+000,2.521720e+000,1.573509e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.845542e-002,1.537605e+005,3.317756e+006,0.000000e+000,1.082712e+005
36695.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.571124e-002,5.446862e-002,4.320367e-003,6.706231e-003,2.682492e-002,2.168541e+000,2.034964e+000,1.272163e-001,0.000000e+000,5.636211e-016,1.409053e-016,1.489306e-001,9.437563e+004,3.114497e+006,0.000000e+000,2.138968e+005
36695.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.259948e-001,1.150635e-001,9.109413e-003,0.000000e+000,0.000000e+000,2.715116e+000,2.525979e+000,1.576142e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.870005e-002,1.542202e+005,3.323356e+006,0.000000e+000,1.085706e+005
36700.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.452059e-002,5.348132e-002,4.242504e-003,6.584645e-003,2.633858e-002,2.136053e+000,2.004464e+000,1.253228e-001,0.000000e+000,5.551712e-016,1.387928e-016,1.476112e-001,9.266560e+004,3.067837e+006,0.000000e+000,2.120017e+005
36700.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.263105e-001,1.153519e-001,9.132139e-003,0.000000e+000,0.000000e+000,2.718494e+000,2.529124e+000,1.578087e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.894137e-002,1.546066e+005,3.327492e+006,0.000000e+000,1.088660e+005
36705.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.357402e-002,5.269640e-002,4.180604e-003,6.487984e-003,2.595193e-002,2.109192e+000,1.979247e+000,1.237570e-001,0.000000e+000,5.481849e-016,1.370462e-016,1.459327e-001,9.130612e+004,3.029258e+006,0.000000e+000,2.095911e+005
36705.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.265779e-001,1.155962e-001,9.151402e-003,0.000000e+000,0.000000e+000,2.720903e+000,2.531366e+000,1.579472e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.917572e-002,1.549339e+005,3.330440e+006,0.000000e+000,1.091529e+005
36710.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.282204e-002,5.207284e-002,4.131432e-003,6.411192e-003,2.564477e-002,2.086987e+000,1.958401e+000,1.224623e-001,0.000000e+000,5.424097e-016,1.356024e-016,1.443047e-001,9.022611e+004,2.997367e+006,0.000000e+000,2.072529e+005
36710.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.268064e-001,1.158050e-001,9.167873e-003,0.000000e+000,0.000000e+000,2.722533e+000,2.532884e+000,1.580410e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.940163e-002,1.552136e+005,3.332435e+006,0.000000e+000,1.094294e+005
36715.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.180514e-002,5.122963e-002,4.064907e-003,6.307353e-003,2.522941e-002,2.058656e+000,1.931805e+000,1.208104e-001,0.000000e+000,5.350415e-016,1.337604e-016,1.365697e-001,8.876562e+004,2.956678e+006,0.000000e+000,1.961438e+005
36715.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.269951e-001,1.159774e-001,9.181490e-003,0.000000e+000,0.000000e+000,2.723377e+000,2.533670e+000,1.580895e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.961607e-002,1.554446e+005,3.333468e+006,0.000000e+000,1.096919e+005
36720.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.122410e-002,5.074780e-002,4.026933e-003,6.248015e-003,2.499206e-002,2.038904e+000,1.913263e+000,1.196584e-001,0.000000e+000,5.299044e-016,1.324761e-016,1.293467e-001,8.793112e+004,2.928309e+006,0.000000e+000,1.857700e+005
36720.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.271525e-001,1.161211e-001,9.192859e-003,0.000000e+000,0.000000e+000,2.723553e+000,2.533834e+000,1.580995e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.978819e-002,1.556372e+005,3.333683e+006,0.000000e+000,1.099025e+005
36725.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.074968e-002,5.035439e-002,3.995931e-003,6.199564e-003,2.479826e-002,2.022125e+000,1.897511e+000,1.186797e-001,0.000000e+000,5.255407e-016,1.313852e-016,1.258165e-001,8.724975e+004,2.904211e+006,0.000000e+000,1.806999e+005
36725.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.272866e-001,1.162205e-001,9.200735e-003,0.000000e+000,0.000000e+000,2.723222e+000,2.533620e+000,1.580863e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.993591e-002,1.558013e+005,3.333278e+006,0.000000e+000,1.100833e+005
36730.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.036299e-002,5.003372e-002,3.970666e-003,6.160073e-003,2.464029e-002,2.007873e+000,1.884132e+000,1.178483e-001,0.000000e+000,5.218342e-016,1.304585e-016,1.238615e-001,8.669438e+004,2.883742e+006,0.000000e+000,1.778921e+005
36730.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.274022e-001,1.163491e-001,9.210931e-003,0.000000e+000,0.000000e+000,2.722483e+000,2.532837e+000,1.580377e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.007067e-002,1.559429e+005,3.332373e+006,0.000000e+000,1.102483e+005
36735.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.004850e-002,4.977291e-002,3.950123e-003,6.127953e-003,2.451181e-002,1.995768e+000,1.872769e+000,1.171421e-001,0.000000e+000,5.186861e-016,1.296715e-016,1.226256e-001,8.624270e+004,2.866357e+006,0.000000e+000,1.761170e+005
36735.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.275019e-001,1.164230e-001,9.216800e-003,0.000000e+000,0.000000e+000,2.721420e+000,2.532066e+000,1.579900e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.019800e-002,1.560649e+005,3.331073e+006,0.000000e+000,1.104042e+005
36740.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,5.979339e-002,4.956136e-002,3.933463e-003,6.101899e-003,2.440760e-002,1.985487e+000,1.863118e+000,1.165423e-001,0.000000e+000,5.160124e-016,1.290031e-016,1.217425e-001,8.587632e+004,2.851591e+006,0.000000e+000,1.748487e+005
36740.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.275889e-001,1.165195e-001,9.224484e-003,0.000000e+000,0.000000e+000,2.720105e+000,2.530624e+000,1.579007e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.031995e-002,1.561714e+005,3.329462e+006,0.000000e+000,1.105534e+005
36745.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,5.973960e-002,4.951669e-002,3.930008e-003,6.096394e-003,2.438558e-002,1.978193e+000,1.856271e+000,1.161167e-001,0.000000e+000,5.141156e-016,1.285289e-016,1.119760e-001,8.579905e+004,2.841116e+006,0.000000e+000,1.608218e+005
36745.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.276628e-001,1.165738e-001,9.228816e-003,0.000000e+000,0.000000e+000,2.718547e+000,2.529472e+000,1.578293e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.043466e-002,1.562618e+005,3.327556e+006,0.000000e+000,1.106938e+005
36750.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.031670e-002,4.999509e-002,3.967914e-003,6.155297e-003,2.462119e-002,1.982693e+000,1.860495e+000,1.163790e-001,0.000000e+000,5.152858e-016,1.288215e-016,9.884519e-002,8.662790e+004,2.847578e+006,0.000000e+000,1.419632e+005
36750.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.277453e-001,1.166623e-001,9.235865e-003,0.000000e+000,0.000000e+000,2.717081e+000,2.527809e+000,1.577264e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.048415e-002,1.563628e+005,3.325761e+006,0.000000e+000,1.107544e+005
36755.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.080434e-002,5.039934e-002,3.999941e-003,6.205071e-003,2.482028e-002,1.986624e+000,1.864186e+000,1.166083e-001,0.000000e+000,5.163083e-016,1.290771e-016,9.362459e-002,8.732826e+004,2.853225e+006,0.000000e+000,1.344653e+005
36755.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.278416e-001,1.167318e-001,9.241397e-003,0.000000e+000,0.000000e+000,2.715828e+000,2.526861e+000,1.576677e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.049282e-002,1.564807e+005,3.324228e+006,0.000000e+000,1.107650e+005
36760.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.121629e-002,5.074082e-002,4.026994e-003,6.247117e-003,2.498847e-002,1.990063e+000,1.867413e+000,1.168087e-001,0.000000e+000,5.172025e-016,1.293006e-016,9.159142e-002,8.791990e+004,2.858163e+006,0.000000e+000,1.315452e+005
36760.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.279488e-001,1.168480e-001,9.250630e-003,0.000000e+000,0.000000e+000,2.714764e+000,2.525652e+000,1.575928e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.048505e-002,1.566119e+005,3.322925e+006,0.000000e+000,1.107555e+005
36765.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.156431e-002,5.102933e-002,4.049848e-003,6.282640e-003,2.513056e-002,1.993070e+000,1.870236e+000,1.169841e-001,0.000000e+000,5.179846e-016,1.294961e-016,9.084769e-002,8.841974e+004,2.862481e+006,0.000000e+000,1.304770e+005
36765.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.280637e-001,1.169315e-001,9.257259e-003,0.000000e+000,0.000000e+000,2.713866e+000,2.524972e+000,1.575507e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.047142e-002,1.567525e+005,3.321826e+006,0.000000e+000,1.107388e+005
36770.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.198367e-002,5.258806e-002,4.172895e-003,6.474589e-003,2.589835e-002,1.999497e+000,1.915634e+000,1.198048e-001,0.000000e+000,5.305615e-016,1.326404e-016,9.089791e-002,8.902204e+004,2.871713e+006,0.000000e+000,1.305492e+005
36770.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.283362e-001,1.206938e-001,9.553037e-003,0.000000e+000,0.000000e+000,2.714434e+000,2.585405e+000,1.612866e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.045547e-002,1.570861e+005,3.322521e+006,0.000000e+000,1.107193e+005
36775.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.289408e-002,5.336058e-002,4.233980e-003,6.569714e-003,2.627886e-002,2.014371e+000,1.929888e+000,1.206902e-001,0.000000e+000,5.345105e-016,1.336276e-016,8.462292e-002,9.032959e+004,2.893075e+006,0.000000e+000,1.215369e+005
36775.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.292087e-001,1.215145e-001,9.617780e-003,0.000000e+000,0.000000e+000,2.720428e+000,2.591116e+000,1.616393e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.043981e-002,1.581540e+005,3.329858e+006,0.000000e+000,1.107001e+005
36780.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,6.421202e-002,5.447887e-002,4.322486e-003,6.707411e-003,2.682964e-002,2.029293e+000,1.944188e+000,1.215781e-001,0.000000e+000,5.384723e-016,1.346181e-016,7.490044e-002,9.222243e+004,2.914506e+006,0.000000e+000,1.075733e+005
36780.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.300766e-001,1.223308e-001,9.682174e-003,0.000000e+000,0.000000e+000,2.726554e+000,2.596954e+000,1.619997e-001,0.000000e+000,0.000000e+000,0.000000e+000,9.037768e-002,1.592163e+005,3.337356e+006,0.000000e+000,1.106241e+005
36785.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.471898e-002,8.036558e-002,6.369115e-003,9.895015e-003,3.958006e-002,2.353051e+000,2.254477e+000,1.408209e-001,0.000000e+000,6.244406e-016,1.561102e-016,7.991957e-002,1.360371e+005,3.379494e+006,0.000000e+000,1.147819e+005
36785.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.596235e-002,9.024111e-002,7.151545e-003,0.000000e+000,0.000000e+000,2.363689e+000,2.251199e+000,1.406118e-001,0.000000e+000,0.000000e+000,0.000000e+000,8.028325e-002,1.174598e+005,2.893202e+006,0.000000e+000,9.826830e+004
36790.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.448082e-002,8.016350e-002,6.353130e-003,9.870132e-003,3.948053e-002,2.351818e+000,2.253295e+000,1.407477e-001,0.000000e+000,6.241132e-016,1.560283e-016,7.928258e-002,1.356950e+005,3.377723e+006,0.000000e+000,1.138670e+005
36790.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.568524e-002,8.998049e-002,7.130937e-003,0.000000e+000,0.000000e+000,2.361996e+000,2.249586e+000,1.405119e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.951417e-002,1.171206e+005,2.891130e+006,0.000000e+000,9.732694e+004
36795.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.424496e-002,7.996336e-002,6.337301e-003,9.845488e-003,3.938195e-002,2.350479e+000,2.252012e+000,1.406683e-001,0.000000e+000,6.237576e-016,1.559394e-016,7.884195e-002,1.353563e+005,3.375800e+006,0.000000e+000,1.132342e+005
36795.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.544381e-002,8.975342e-002,7.112980e-003,0.000000e+000,0.000000e+000,2.360628e+000,2.248283e+000,1.404313e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.900168e-002,1.168251e+005,2.889456e+006,0.000000e+000,9.669964e+004
36800.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.402539e-002,7.977705e-002,6.322566e-003,9.822547e-003,3.929019e-002,2.349225e+000,2.250810e+000,1.405939e-001,0.000000e+000,6.234246e-016,1.558561e-016,7.854084e-002,1.350409e+005,3.373999e+006,0.000000e+000,1.128017e+005
36800.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.521889e-002,8.954189e-002,7.096251e-003,0.000000e+000,0.000000e+000,2.359347e+000,2.247062e+000,1.403557e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.864891e-002,1.165498e+005,2.887888e+006,0.000000e+000,9.626784e+004
36805.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.565808e-002,8.116250e-002,6.432042e-003,9.993150e-003,3.997260e-002,2.363201e+000,2.264204e+000,1.414234e-001,0.000000e+000,6.271359e-016,1.567840e-016,7.595166e-002,1.373858e+005,3.394070e+006,0.000000e+000,1.090831e+005
36805.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.625759e-002,9.051884e-002,7.173438e-003,0.000000e+000,0.000000e+000,2.368444e+000,2.255730e+000,1.408925e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.680689e-002,1.178212e+005,2.899023e+006,0.000000e+000,9.401317e+004
36810.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.692847e-002,8.224052e-002,6.517217e-003,1.012590e-002,4.050359e-002,2.374158e+000,2.274707e+000,1.420738e-001,0.000000e+000,6.300458e-016,1.575114e-016,7.380884e-002,1.392104e+005,3.409808e+006,0.000000e+000,1.060055e+005
36810.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.754817e-002,9.173270e-002,7.269341e-003,0.000000e+000,0.000000e+000,2.379574e+000,2.266334e+000,1.415491e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.463435e-002,1.194009e+005,2.912646e+006,0.000000e+000,9.135394e+004
36815.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.812818e-002,8.325857e-002,6.597645e-003,1.025126e-002,4.100504e-002,2.384548e+000,2.284665e+000,1.426905e-001,0.000000e+000,6.328050e-016,1.582013e-016,7.173911e-002,1.409334e+005,3.424730e+006,0.000000e+000,1.030330e+005
36815.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.876704e-002,9.287911e-002,7.359906e-003,0.000000e+000,0.000000e+000,2.390125e+000,2.276388e+000,1.421716e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.253728e-002,1.208928e+005,2.925561e+006,0.000000e+000,8.878708e+004
36820.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,9.926129e-002,8.422010e-002,6.673603e-003,1.036966e-002,4.147866e-002,2.394400e+000,2.294107e+000,1.432751e-001,0.000000e+000,6.354212e-016,1.588553e-016,6.973967e-002,1.425608e+005,3.438879e+006,0.000000e+000,1.001613e+005
36820.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,9.991813e-002,9.396179e-002,7.445428e-003,0.000000e+000,0.000000e+000,2.400130e+000,2.285921e+000,1.427618e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.051158e-002,1.223018e+005,2.937807e+006,0.000000e+000,8.630758e+004
36825.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,1.003313e-001,8.512812e-002,6.745328e-003,1.048148e-002,4.192591e-002,2.403742e+000,2.303061e+000,1.438295e-001,0.000000e+000,6.379023e-016,1.594756e-016,6.780736e-002,1.440976e+005,3.452297e+006,0.000000e+000,9.738612e+004
36825.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.010053e-001,9.498430e-002,7.526192e-003,0.000000e+000,0.000000e+000,2.409617e+000,2.294960e+000,1.433214e-001,0.000000e+000,0.000000e+000,0.000000e+000,6.855402e-002,1.236325e+005,2.949420e+006,0.000000e+000,8.391149e+004
36830.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,1.013420e-001,8.598578e-002,6.813069e-003,1.058709e-002,4.234837e-002,2.412602e+000,2.311553e+000,1.443552e-001,0.000000e+000,6.402551e-016,1.600638e-016,6.593940e-002,1.455492e+005,3.465021e+006,0.000000e+000,9.470332e+004
36830.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.020320e-001,9.594998e-002,7.602461e-003,0.000000e+000,0.000000e+000,2.418615e+000,2.303533e+000,1.438521e-001,0.000000e+000,0.000000e+000,0.000000e+000,6.666174e-002,1.248891e+005,2.960433e+006,0.000000e+000,8.159531e+004
36835.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,1.022641e-001,8.676826e-002,6.874915e-003,1.068345e-002,4.273378e-002,2.418595e+000,2.317297e+000,1.447107e-001,0.000000e+000,6.418468e-016,1.604617e-016,6.435122e-002,1.468736e+005,3.473628e+006,0.000000e+000,9.242235e+004
36835.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.029794e-001,9.684110e-002,7.672870e-003,0.000000e+000,0.000000e+000,2.425511e+000,2.310104e+000,1.442587e-001,0.000000e+000,0.000000e+000,0.000000e+000,6.498014e-002,1.260488e+005,2.968874e+006,0.000000e+000,7.953699e+004
36840.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,1.031431e-001,8.751414e-002,6.933857e-003,1.077529e-002,4.310117e-002,2.424658e+000,2.323109e+000,1.450704e-001,0.000000e+000,6.434570e-016,1.608643e-016,6.277639e-002,1.481360e+005,3.482336e+006,0.000000e+000,9.016054e+004
36840.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.038711e-001,9.767980e-002,7.739144e-003,0.000000e+000,0.000000e+000,2.431660e+000,2.315963e+000,1.446213e-001,0.000000e+000,0.000000e+000,0.000000e+000,6.338696e-002,1.271403e+005,2.976400e+006,0.000000e+000,7.758691e+004
36845.000000,1,79,86,1,1,1.436218e+006,1.295000e+001,4.395000e+005,1.039760e-001,8.822088e-002,6.989703e-003,1.086232e-002,4.344927e-002,2.430432e+000,2.328643e+000,1.454128e-001,0.000000e+000,6.449904e-016,1.612476e-016,6.124787e-002,1.493321e+005,3.490629e+006,0.000000e+000,8.796526e+004
36845.000000,1,79,95,1,2,1.224020e+006,8.950000e+000,2.842000e+005,1.047162e-001,9.847465e-002,7.801948e-003,0.000000e+000,0.000000e+000,2.437514e+000,2.321540e+000,1.449664e-001,0.000000e+000,0.000000e+000,0.000000e+000,6.184069e-002,1.281747e+005,2.983565e+006,0.000000e+000,7.569424e+004
