time_,run no,fishno_db,fishno,cohort,cellno,age,length,mass,MeHg,MeHg egest rate,MeHg excr flux,MeHg gill flux,MeHg diet total,fishMeHg diet frac,Phyto 1MeHg diet frac,Primary Benth 3MeHg diet frac,Zoo 1MeHg diet frac
36500.000000,1,67,2,6,1,6.665753e+000,2.379858e+001,2.441366e+002,3.235441e-001,1.226232e-002,5.840432e-004,1.124852e-002,4.904927e-002,3.947355e-001,0.000000e+000,5.271724e-001,7.809212e-002
36500.000000,1,67,2,7,1,7.665753e+000,2.507146e+001,2.857402e+002,3.689452e-001,1.162552e-002,6.314124e-004,1.085319e-002,4.650207e-002,3.947355e-001,0.000000e+000,5.271724e-001,7.809212e-002
36500.000000,1,68,3,0,1,6.657534e-001,1.801874e+001,2.925117e+001,1.818843e-001,7.853243e-002,4.050867e-003,3.440581e-002,3.141297e-001,0.000000e+000,0.000000e+000,9.665303e-001,3.346970e-002
36500.000000,1,68,3,1,1,1.665753e+000,3.085091e+001,1.468162e+002,2.398123e-001,4.792999e-002,3.259737e-003,2.461760e-002,1.917200e-001,0.000000e+000,0.000000e+000,9.665303e-001,3.346970e-002
36500.000000,1,68,3,2,1,2.665753e+000,4.071601e+001,3.374937e+002,3.602826e-001,5.851072e-002,3.845477e-003,2.081769e-002,2.340429e-001,9.928676e-001,0.000000e+000,7.132403e-003,0.000000e+000
36500.000000,1,68,3,3,1,3.665753e+000,4.875721e+001,5.795443e+002,4.976176e-001,5.507143e-002,4.556799e-003,1.869527e-002,2.202857e-001,9.934987e-001,0.000000e+000,6.501330e-003,0.000000e+000
36500.000000,1,68,3,4,1,4.665753e+000,5.474245e+001,8.202434e+002,6.288736e-001,6.017542e-002,5.225863e-003,1.745563e-002,2.407017e-001,9.946007e-001,0.000000e+000,5.399331e-003,0.000000e+000
36500.000000,1,68,3,5,1,5.665753e+000,5.972660e+001,1.065304e+003,7.826215e-001,6.504717e-002,6.048771e-003,1.658076e-002,2.601887e-001,9.953543e-001,0.000000e+000,4.645702e-003,0.000000e+000
36500.000000,1,68,3,6,1,6.665753e+000,6.391293e+001,1.305378e+003,9.683455e-001,7.204673e-002,7.076294e-003,1.593283e-002,2.881869e-001,9.960342e-001,0.000000e+000,3.965753e-003,0.000000e+000
36500.000000,1,68,3,7,1,7.665753e+000,6.745022e+001,1.534335e+003,1.140722e+000,6.891816e-002,7.973971e-003,1.543676e-002,2.756727e-001,9.960342e-001,0.000000e+000,3.965753e-003,0.000000e+000
36500.000000,1,68,3,8,1,8.665753e+000,7.045216e+001,1.748449e+003,1.310084e+000,6.649532e-002,8.835911e-003,1.504767e-002,2.659813e-001,9.960342e-001,0.000000e+000,3.965753e-003,0.000000e+000
36500.000000,1,68,3,9,1,9.665753e+000,7.300816e+001,1.945737e+003,1.485122e+000,6.457976e-002,9.727917e-003,1.473690e-002,2.583190e-001,9.960342e-001,0.000000e+000,3.965753e-003,0.000000e+000
36500.000000,1,68,3,10,1,1.066575e+001,7.519002e+001,2.125448e+003,1.651970e+000,7.182556e-002,1.056297e-002,1.448520e-002,2.873022e-001,9.965193e-001,0.000000e+000,3.480722e-003,0.000000e+000
36500.000000,1,68,3,11,1,1.166575e+001,7.705625e+001,2.287671e+003,1.825674e+000,7.039939e-002,1.144187e-002,1.427907e-002,2.815976e-001,9.965193e-001,0.000000e+000,3.480722e-003,0.000000e+000
36500.000000,1,68,3,12,1,1.266575e+001,7.865508e+001,2.433046e+003,1.999196e+000,6.922764e-002,1.232082e-002,1.410877e-002,2.769105e-001,9.965193e-001,0.000000e+000,3.480722e-003,0.000000e+000
36500.000000,1,68,3,13,1,1.366575e+001,8.002663e+001,2.562557e+003,2.171715e+000,6.825709e-002,1.319640e-002,1.396706e-002,2.730284e-001,9.965193e-001,0.000000e+000,3.480722e-003,0.000000e+000
36500.000000,1,68,3,14,1,1.466575e+001,8.120446e+001,2.677378e+003,2.345921e+000,6.744787e-002,1.408596e-002,1.384844e-002,2.697915e-001,9.965193e-001,0.000000e+000,3.480722e-003,0.000000e+000
36505.000000,1,59,1,0,1,6.794521e-001,5.069796e+000,1.954621e+000,9.596118e-002,4.188031e-002,4.923447e-003,5.026262e-002,1.675212e-001,0.000000e+000,7.877533e-003,7.400414e-001,2.520811e-001
36505.000000,1,59,1,1,1,1.679452e+000,7.062787e+000,5.284690e+000,1.692492e-001,2.776885e-002,5.757692e-003,3.949719e-002,1.110754e-001,0.000000e+000,7.877533e-003,7.400414e-001,2.520811e-001
36505.000000,1,67,2,0,1,6.794521e-001,7.632303e+000,7.871706e+000,8.876984e-002,2.820394e-002,5.404964e-004,2.560756e-002,1.128158e-001,0.000000e+000,0.000000e+000,8.544704e-001,1.455296e-001
36505.000000,1,67,2,1,1,1.679452e+000,1.227689e+001,3.307468e+001,1.201653e-001,1.668753e-002,4.329010e-004,1.801240e-002,6.675013e-002,0.000000e+000,0.000000e+000,8.544704e-001,1.455296e-001
36505.000000,1,67,2,2,1,2.679452e+000,1.569218e+001,6.940846e+001,1.484088e-001,1.286273e-002,4.121074e-004,1.512024e-002,5.145092e-002,0.000000e+000,0.000000e+000,8.544704e-001,1.455296e-001
36505.000000,1,67,2,3,1,3.679452e+000,1.834932e+001,1.113221e+002,1.756497e-001,1.092774e-002,4.143767e-004,1.354849e-002,4.371094e-002,0.000000e+000,0.000000e+000,8.544704e-001,1.455296e-001
36505.000000,1,67,2,4,1,4.679452e+000,2.051249e+001,1.558634e+002,2.269457e-001,1.433205e-002,4.771785e-004,1.253829e-002,5.732818e-002,3.963373e-001,0.000000e+000,5.253690e-001,7.829368e-002
36505.000000,1,67,2,5,1,5.679452e+000,2.230568e+001,2.007536e+002,2.772087e-001,1.314921e-002,5.347579e-004,1.183250e-002,5.259684e-002,3.963373e-001,0.000000e+000,5.253690e-001,7.829368e-002
36505.000000,1,67,2,6,1,6.679452e+000,2.380952e+001,2.444757e+002,3.239409e-001,1.229862e-002,5.844843e-004,1.131268e-002,4.919448e-002,3.963373e-001,0.000000e+000,5.253690e-001,7.829368e-002
36505.000000,1,67,2,7,1,7.679452e+000,2.508085e+001,2.860637e+002,3.693317e-001,1.166095e-002,6.318316e-004,1.091573e-002,4.664381e-002,3.963373e-001,0.000000e+000,5.253690e-001,7.829368e-002
36505.000000,1,68,3,0,1,6.794521e-001,1.813294e+001,2.981087e+001,1.831430e-001,7.807704e-002,4.054429e-003,3.447393e-002,3.123081e-001,0.000000e+000,0.000000e+000,9.663355e-001,3.366449e-002
36505.000000,1,68,3,1,1,1.679452e+000,3.093407e+001,1.480066e+002,2.408090e-001,4.782550e-002,3.265490e-003,2.472524e-002,1.913020e-001,0.000000e+000,0.000000e+000,9.663355e-001,3.366449e-002
36505.000000,1,68,3,2,1,2.679452e+000,4.078250e+001,3.391499e+002,3.619430e-001,5.855638e-002,3.857796e-003,2.092257e-002,2.342255e-001,9.928831e-001,0.000000e+000,7.116874e-003,0.000000e+000
36505.000000,1,68,3,3,1,3.679452e+000,4.881228e+001,5.815102e+002,4.991244e-001,5.511849e-002,4.566252e-003,1.879523e-002,2.204739e-001,9.935104e-001,0.000000e+000,6.489603e-003,0.000000e+000
36505.000000,1,68,3,4,1,4.679452e+000,5.478983e+001,8.223747e+002,6.306730e-001,6.023755e-002,5.237034e-003,1.755176e-002,2.409502e-001,9.946101e-001,0.000000e+000,5.389870e-003,0.000000e+000
36505.000000,1,68,3,5,1,5.679452e+000,5.976795e+001,1.067518e+003,7.846581e-001,6.510330e-002,6.061032e-003,1.667380e-002,2.604132e-001,9.953610e-001,0.000000e+000,4.639034e-003,0.000000e+000
36505.000000,1,68,3,6,1,6.679452e+000,6.394945e+001,1.307616e+003,9.706922e-001,7.211298e-002,7.090099e-003,1.602339e-002,2.884519e-001,9.960398e-001,0.000000e+000,3.960242e-003,0.000000e+000
36505.000000,1,68,3,7,1,7.679452e+000,6.748279e+001,1.536558e+003,1.142885e+000,6.898666e-002,7.985917e-003,1.552531e-002,2.759466e-001,9.960398e-001,0.000000e+000,3.960242e-003,0.000000e+000
36505.000000,1,68,3,8,1,8.679452e+000,7.048145e+001,1.750631e+003,1.312113e+000,6.656513e-002,8.846579e-003,1.513459e-002,2.662605e-001,9.960398e-001,0.000000e+000,3.960242e-003,0.000000e+000
36505.000000,1,68,3,9,1,9.679452e+000,7.303473e+001,1.947862e+003,1.487041e+000,6.465035e-002,9.737583e-003,1.482248e-002,2.586014e-001,9.960398e-001,0.000000e+000,3.960242e-003,0.000000e+000
36505.000000,1,68,3,10,1,1.067945e+001,7.521429e+001,2.127508e+003,1.654279e+000,7.191215e-002,1.057494e-002,1.456967e-002,2.876486e-001,9.965244e-001,0.000000e+000,3.475612e-003,0.000000e+000
36505.000000,1,68,3,11,1,1.167945e+001,7.707859e+001,2.289661e+003,1.827899e+000,7.048618e-002,1.145310e-002,1.436262e-002,2.819447e-001,9.965244e-001,0.000000e+000,3.475612e-003,0.000000e+000
36505.000000,1,68,3,12,1,1.267945e+001,7.867578e+001,2.434967e+003,2.001349e+000,6.931451e-002,1.233144e-002,1.419154e-002,2.772580e-001,9.965244e-001,0.000000e+000,3.475612e-003,0.000000e+000
36505.000000,1,68,3,13,1,1.367945e+001,8.004593e+001,2.564412e+003,2.173805e+000,6.834398e-002,1.320650e-002,1.404918e-002,2.733759e-001,9.965244e-001,0.000000e+000,3.475612e-003,0.000000e+000
36505.000000,1,68,3,14,1,1.467945e+001,8.122257e+001,2.679170e+003,2.347952e+000,6.753474e-002,1.409559e-002,1.393002e-002,2.701390e-001,9.965244e-001,0.000000e+000,3.475612e-003,0.000000e+000
36510.000000,1,59,1,0,1,6.931507e-001,5.094059e+000,1.982819e+000,9.691625e-002,4.170201e-002,4.944834e-003,5.037175e-002,1.668080e-001,0.000000e+000,7.911600e-003,7.389172e-001,2.531712e-001
36510.000000,1,59,1,1,1,1.693151e+000,7.071148e+000,5.303482e+000,1.702502e-001,2.776135e-002,5.782645e-003,3.968524e-002,1.110454e-001,0.000000e+000,7.911600e-003,7.389172e-001,2.531712e-001
36510.000000,1,67,2,0,1,6.931507e-001,7.674879e+000,8.005068e+000,8.922142e-002,2.804397e-002,5.398226e-004,2.564292e-002,1.121759e-001,0.000000e+000,0.000000e+000,8.537433e-001,1.462567e-001
36510.000000,1,67,2,1,1,1.693151e+000,1.230618e+001,3.331354e+001,1.205028e-001,1.665545e-002,4.330081e-004,1.808276e-002,6.662178e-002,0.000000e+000,0.000000e+000,8.537433e-001,1.462567e-001
36510.000000,1,67,2,2,1,2.693151e+000,1.571481e+001,6.971119e+001,1.487112e-001,1.285145e-002,4.123236e-004,1.518995e-002,5.140579e-002,0.000000e+000,0.000000e+000,8.537433e-001,1.462567e-001
36510.000000,1,67,2,3,1,3.693151e+000,1.836766e+001,1.116584e+002,1.759372e-001,1.092335e-002,4.146254e-004,1.361530e-002,4.369339e-002,0.000000e+000,0.000000e+000,8.537433e-001,1.462567e-001
36510.000000,1,67,2,4,1,4.693151e+000,2.052771e+001,1.562130e+002,2.274182e-001,1.436816e-002,4.778069e-004,1.260244e-002,5.747263e-002,3.979887e-001,0.000000e+000,5.235344e-001,7.847690e-002
36510.000000,1,67,2,5,1,5.693151e+000,2.231850e+001,2.011025e+002,2.776317e-001,1.318463e-002,5.352581e-004,1.189443e-002,5.273854e-002,3.979887e-001,0.000000e+000,5.235344e-001,7.847690e-002
36510.000000,1,67,2,6,1,6.693151e+000,2.382044e+001,2.448147e+002,3.243409e-001,1.233323e-002,5.849311e-004,1.137281e-002,4.933294e-002,3.979887e-001,0.000000e+000,5.235344e-001,7.847690e-002
36510.000000,1,67,2,7,1,7.693151e+000,2.509024e+001,2.863871e+002,3.697213e-001,1.169479e-002,6.322561e-004,1.097440e-002,4.677916e-002,3.979887e-001,0.000000e+000,5.235344e-001,7.847690e-002
36510.000000,1,68,3,0,1,6.931507e-001,1.824677e+001,3.037583e+001,1.843873e-001,7.761185e-002,4.057740e-003,3.453022e-002,3.104474e-001,0.000000e+000,0.000000e+000,9.661452e-001,3.385484e-002
36510.000000,1,68,3,1,1,1.693151e+000,3.101706e+001,1.492010e+002,2.418023e-001,4.771119e-002,3.271191e-003,2.482393e-002,1.908447e-001,0.000000e+000,0.000000e+000,9.661452e-001,3.385484e-002
36510.000000,1,68,3,2,1,2.693151e+000,4.084889e+001,3.408089e+002,3.636050e-001,5.860265e-002,3.870108e-003,2.101991e-002,2.344106e-001,9.929002e-001,0.000000e+000,7.099795e-003,0.000000e+000
36510.000000,1,68,3,3,1,3.693151e+000,4.886728e+001,5.834779e+002,5.006344e-001,5.516609e-002,4.575722e-003,1.888846e-002,2.206644e-001,9.935236e-001,0.000000e+000,6.476443e-003,0.000000e+000
36510.000000,1,68,3,4,1,4.693151e+000,5.483714e+001,8.245071e+002,6.324760e-001,6.030024e-002,5.248225e-003,1.764162e-002,2.412010e-001,9.946208e-001,0.000000e+000,5.379218e-003,0.000000e+000
36510.000000,1,68,3,5,1,5.693151e+000,5.980926e+001,1.069733e+003,7.866978e-001,6.516010e-002,6.073308e-003,1.676089e-002,2.606404e-001,9.953687e-001,0.000000e+000,4.631327e-003,0.000000e+000
36510.000000,1,68,3,6,1,6.693151e+000,6.398592e+001,1.309855e+003,9.730426e-001,7.217994e-002,7.103922e-003,1.610824e-002,2.887198e-001,9.960462e-001,0.000000e+000,3.953845e-003,0.000000e+000
36510.000000,1,68,3,7,1,7.693151e+000,6.751532e+001,1.538781e+003,1.145052e+000,6.905584e-002,7.997889e-003,1.560834e-002,2.762234e-001,9.960462e-001,0.000000e+000,3.953845e-003,0.000000e+000
36510.000000,1,68,3,8,1,8.693151e+000,7.051072e+001,1.752812e+003,1.314147e+000,6.663560e-002,8.857276e-003,1.521613e-002,2.665424e-001,9.960462e-001,0.000000e+000,3.953845e-003,0.000000e+000
36510.000000,1,68,3,9,1,9.693151e+000,7.306127e+001,1.949986e+003,1.488965e+000,6.472158e-002,9.747281e-003,1.490280e-002,2.588863e-001,9.960462e-001,0.000000e+000,3.953845e-003,0.000000e+000
36510.000000,1,68,3,10,1,1.069315e+001,7.523854e+001,2.129566e+003,1.656593e+000,7.199951e-002,1.058694e-002,1.464897e-002,2.879980e-001,9.965303e-001,0.000000e+000,3.469724e-003,0.000000e+000
36510.000000,1,68,3,11,1,1.169315e+001,7.710090e+001,2.291650e+003,1.830130e+000,7.057372e-002,1.146437e-002,1.444107e-002,2.822949e-001,9.965303e-001,0.000000e+000,3.469724e-003,0.000000e+000
36510.000000,1,68,3,12,1,1.269315e+001,7.869646e+001,2.436888e+003,2.003509e+000,6.940212e-002,1.234210e-002,1.426928e-002,2.776085e-001,9.965303e-001,0.000000e+000,3.469724e-003,0.000000e+000
36510.000000,1,68,3,13,1,1.369315e+001,8.006521e+001,2.566265e+003,2.175902e+000,6.843160e-002,1.321664e-002,1.412633e-002,2.737264e-001,9.965303e-001,0.000000e+000,3.469724e-003,0.000000e+000
36510.000000,1,68,3,14,1,1.469315e+001,8.124066e+001,2.680960e+003,2.349990e+000,6.762233e-002,1.410526e-002,1.400666e-002,2.704893e-001,9.965303e-001,0.000000e+000,3.469724e-003,0.000000e+000
36515.000000,1,59,1,0,1,7.068493e-001,5.118128e+000,2.011059e+000,9.786932e-002,4.153026e-002,4.966040e-003,5.046597e-002,1.661210e-001,0.000000e+000,7.942473e-003,7.378984e-001,2.541591e-001
36515.000000,1,59,1,1,1,1.706849e+000,7.079443e+000,5.322167e+000,1.712552e-001,2.775637e-002,5.807717e-003,3.986081e-002,1.110255e-001,0.000000e+000,7.942473e-003,7.378984e-001,2.541591e-001
36515.000000,1,67,2,0,1,7.068493e-001,7.717293e+000,8.139416e+000,8.967169e-002,2.789056e-002,5.391620e-004,2.567062e-002,1.115623e-001,0.000000e+000,0.000000e+000,8.530835e-001,1.469165e-001
36515.000000,1,67,2,1,1,1.706849e+000,1.233540e+001,3.355302e+001,1.208416e-001,1.662595e-002,4.331211e-004,1.814732e-002,6.650379e-002,0.000000e+000,0.000000e+000,8.530835e-001,1.469165e-001
36515.000000,1,67,2,2,1,2.706849e+000,1.573740e+001,7.001428e+001,1.490150e-001,1.284203e-002,4.125441e-004,1.525480e-002,5.136813e-002,0.000000e+000,0.000000e+000,8.530835e-001,1.469165e-001
36515.000000,1,67,2,3,1,3.706849e+000,1.838597e+001,1.119950e+002,1.762261e-001,1.092051e-002,4.148777e-004,1.367778e-002,4.368206e-002,0.000000e+000,0.000000e+000,8.530835e-001,1.469165e-001
36515.000000,1,67,2,4,1,4.706849e+000,2.054291e+001,1.565626e+002,2.278939e-001,1.440560e-002,4.784414e-004,1.266257e-002,5.762240e-002,3.995973e-001,0.000000e+000,5.217758e-001,7.862691e-002
36515.000000,1,67,2,5,1,5.706849e+000,2.233131e+001,2.014513e+002,2.780579e-001,1.322129e-002,5.357643e-004,1.195259e-002,5.288514e-002,3.995973e-001,0.000000e+000,5.217758e-001,7.862691e-002
36515.000000,1,67,2,6,1,6.706849e+000,2.383136e+001,2.451536e+002,3.247440e-001,1.236900e-002,5.853834e-004,1.142934e-002,4.947600e-002,3.995973e-001,0.000000e+000,5.217758e-001,7.862691e-002
36515.000000,1,67,2,7,1,7.706849e+000,2.509961e+001,2.867104e+002,3.701141e-001,1.172972e-002,6.326859e-004,1.102960e-002,4.691890e-002,3.995973e-001,0.000000e+000,5.217758e-001,7.862691e-002
36515.000000,1,68,3,0,1,7.068493e-001,1.836024e+001,3.094606e+001,1.856177e-001,7.716956e-002,4.060812e-003,3.457611e-002,3.086782e-001,0.000000e+000,0.000000e+000,9.659722e-001,3.402778e-002
36515.000000,1,68,3,1,1,1.706849e+000,3.109990e+001,1.503996e+002,2.427925e-001,4.760721e-002,3.276841e-003,2.491467e-002,1.904288e-001,0.000000e+000,0.000000e+000,9.659722e-001,3.402778e-002
36515.000000,1,68,3,2,1,2.706849e+000,4.091518e+001,3.424707e+002,3.652683e-001,5.864966e-002,3.882410e-003,2.111053e-002,2.345987e-001,9.929158e-001,0.000000e+000,7.084247e-003,0.000000e+000
36515.000000,1,68,3,3,1,3.706849e+000,4.892220e+001,5.854474e+002,5.021474e-001,5.521435e-002,4.585209e-003,1.897566e-002,2.208574e-001,9.935353e-001,0.000000e+000,6.464660e-003,0.000000e+000
36515.000000,1,68,3,4,1,4.706849e+000,5.488440e+001,8.266405e+002,6.342825e-001,6.036361e-002,5.259433e-003,1.772587e-002,2.414544e-001,9.946303e-001,0.000000e+000,5.369710e-003,0.000000e+000
36515.000000,1,68,3,5,1,5.706849e+000,5.985052e+001,1.071948e+003,7.887408e-001,6.521766e-002,6.085600e-003,1.684267e-002,2.608706e-001,9.953754e-001,0.000000e+000,4.624595e-003,0.000000e+000
36515.000000,1,68,3,6,1,6.706849e+000,6.402236e+001,1.312094e+003,9.753966e-001,7.224772e-002,7.117762e-003,1.618800e-002,2.889909e-001,9.960517e-001,0.000000e+000,3.948280e-003,0.000000e+000
36515.000000,1,68,3,7,1,7.706849e+000,6.754781e+001,1.541004e+003,1.147224e+000,6.912580e-002,8.009886e-003,1.568644e-002,2.765032e-001,9.960517e-001,0.000000e+000,3.948280e-003,0.000000e+000
36515.000000,1,68,3,8,1,8.706849e+000,7.053995e+001,1.754993e+003,1.316187e+000,6.670682e-002,8.868003e-003,1.529287e-002,2.668273e-001,9.960517e-001,0.000000e+000,3.948280e-003,0.000000e+000
36515.000000,1,68,3,9,1,9.706849e+000,7.308778e+001,1.952110e+003,1.490895e+000,6.479353e-002,9.757011e-003,1.497842e-002,2.591741e-001,9.960517e-001,0.000000e+000,3.948280e-003,0.000000e+000
36515.000000,1,68,3,10,1,1.070685e+001,7.526277e+001,2.131624e+003,1.658913e+000,7.208772e-002,1.059897e-002,1.472365e-002,2.883509e-001,9.965354e-001,0.000000e+000,3.464565e-003,0.000000e+000
36515.000000,1,68,3,11,1,1.170685e+001,7.712319e+001,2.293639e+003,1.832368e+000,7.066210e-002,1.147567e-002,1.451497e-002,2.826484e-001,9.965354e-001,0.000000e+000,3.464565e-003,0.000000e+000
36515.000000,1,68,3,12,1,1.270685e+001,7.871711e+001,2.438807e+003,2.005675e+000,6.949056e-002,1.235280e-002,1.434253e-002,2.779622e-001,9.965354e-001,0.000000e+000,3.464565e-003,0.000000e+000
36515.000000,1,68,3,13,1,1.370685e+001,8.008447e+001,2.568118e+003,2.178005e+000,6.852003e-002,1.322682e-002,1.419902e-002,2.740801e-001,9.965354e-001,0.000000e+000,3.464565e-003,0.000000e+000
36515.000000,1,68,3,14,1,1.470685e+001,8.125874e+001,2.682750e+003,2.352034e+000,6.771072e-002,1.411497e-002,1.407889e-002,2.708429e-001,9.965354e-001,0.000000e+000,3.464565e-003,0.000000e+000
36520.000000,1,59,1,0,1,7.205479e-001,5.142006e+000,2.039337e+000,9.882016e-002,4.135159e-002,4.987056e-003,5.054627e-002,1.654064e-001,0.000000e+000,7.972864e-003,7.368955e-001,2.551316e-001
36520.000000,1,59,1,1,1,1.720548e+000,7.087671e+000,5.340746e+000,1.722637e-001,2.774495e-002,5.832897e-003,4.002461e-002,1.109798e-001,0.000000e+000,7.972864e-003,7.368955e-001,2.551316e-001
36520.000000,1,67,2,0,1,7.205479e-001,7.759547e+000,8.274747e+000,9.012039e-002,2.773316e-002,5.385128e-004,2.569116e-002,1.109326e-001,0.000000e+000,0.000000e+000,8.524332e-001,1.475668e-001
36520.000000,1,67,2,1,1,1.720548e+000,1.236456e+001,3.379312e+001,1.211812e-001,1.659278e-002,4.332394e-004,1.820641e-002,6.637111e-002,0.000000e+000,0.000000e+000,8.524332e-001,1.475668e-001
36520.000000,1,67,2,2,1,2.720548e+000,1.575995e+001,7.031773e+001,1.493200e-001,1.282965e-002,4.127684e-004,1.531505e-002,5.131861e-002,0.000000e+000,0.000000e+000,8.524332e-001,1.475668e-001
36520.000000,1,67,2,3,1,3.720548e+000,1.840426e+001,1.123317e+002,1.765163e-001,1.091513e-002,4.151331e-004,1.373615e-002,4.366051e-002,0.000000e+000,0.000000e+000,8.524332e-001,1.475668e-001
36520.000000,1,67,2,4,1,4.720548e+000,2.055809e+001,1.569122e+002,2.283724e-001,1.444104e-002,4.790816e-004,1.271892e-002,5.776415e-002,4.012544e-001,0.000000e+000,5.199821e-001,7.876348e-002
36520.000000,1,67,2,5,1,5.720548e+000,2.234411e+001,2.018001e+002,2.784872e-001,1.325610e-002,5.362761e-004,1.200718e-002,5.302441e-002,4.012544e-001,0.000000e+000,5.199821e-001,7.876348e-002
36520.000000,1,67,2,6,1,6.720548e+000,2.384226e+001,2.454924e+002,3.251501e-001,1.240305e-002,5.858411e-004,1.148247e-002,4.961221e-002,4.012544e-001,0.000000e+000,5.199821e-001,7.876348e-002
36520.000000,1,67,2,7,1,7.720548e+000,2.510898e+001,2.870335e+002,3.705097e-001,1.176304e-002,6.331207e-004,1.108152e-002,4.705215e-002,4.012544e-001,0.000000e+000,5.199821e-001,7.876348e-002
36520.000000,1,68,3,0,1,7.205479e-001,1.847336e+001,3.152155e+001,1.868342e-001,7.671687e-002,4.063647e-003,3.461229e-002,3.068675e-001,0.000000e+000,0.000000e+000,9.658016e-001,3.419843e-002
36520.000000,1,68,3,1,1,1.720548e+000,3.118258e+001,1.516024e+002,2.437790e-001,4.749316e-002,3.282435e-003,2.499789e-002,1.899726e-001,0.000000e+000,0.000000e+000,9.658016e-001,3.419843e-002
36520.000000,1,68,3,2,1,2.720548e+000,4.098137e+001,3.441355e+002,3.669330e-001,5.869714e-002,3.894703e-003,2.119479e-002,2.347886e-001,9.929329e-001,0.000000e+000,7.067116e-003,0.000000e+000
36520.000000,1,68,3,3,1,3.720548e+000,4.897705e+001,5.874187e+002,5.036634e-001,5.526305e-002,4.594712e-003,1.905718e-002,2.210522e-001,9.935486e-001,0.000000e+000,6.451411e-003,0.000000e+000
36520.000000,1,68,3,4,1,4.720548e+000,5.493159e+001,8.287749e+002,6.360924e-001,6.042745e-002,5.270659e-003,1.780482e-002,2.417098e-001,9.946410e-001,0.000000e+000,5.358980e-003,0.000000e+000
36520.000000,1,68,3,5,1,5.720548e+000,5.989172e+001,1.074164e+003,7.907868e-001,6.527581e-002,6.097906e-003,1.691942e-002,2.611032e-001,9.953832e-001,0.000000e+000,4.616796e-003,0.000000e+000
36520.000000,1,68,3,6,1,6.720548e+000,6.405875e+001,1.314333e+003,9.777542e-001,7.231615e-002,7.131621e-003,1.626293e-002,2.892646e-001,9.960582e-001,0.000000e+000,3.941803e-003,0.000000e+000
36520.000000,1,68,3,7,1,7.720548e+000,6.758027e+001,1.543227e+003,1.149400e+000,6.919637e-002,8.021909e-003,1.575988e-002,2.767855e-001,9.960582e-001,0.000000e+000,3.941803e-003,0.000000e+000
36520.000000,1,68,3,8,1,8.720548e+000,7.056915e+001,1.757174e+003,1.318231e+000,6.677863e-002,8.878759e-003,1.536507e-002,2.671145e-001,9.960582e-001,0.000000e+000,3.941803e-003,0.000000e+000
36520.000000,1,68,3,9,1,9.720548e+000,7.311426e+001,1.954233e+003,1.492830e+000,6.486607e-002,9.766773e-003,1.504958e-002,2.594643e-001,9.960582e-001,0.000000e+000,3.941803e-003,0.000000e+000
36520.000000,1,68,3,10,1,1.072055e+001,7.528696e+001,2.133680e+003,1.661238e+000,7.217664e-002,1.061104e-002,1.479397e-002,2.887066e-001,9.965414e-001,0.000000e+000,3.458605e-003,0.000000e+000
36520.000000,1,68,3,11,1,1.172055e+001,7.714546e+001,2.295626e+003,1.834611e+000,7.075118e-002,1.148701e-002,1.458457e-002,2.830047e-001,9.965414e-001,0.000000e+000,3.458605e-003,0.000000e+000
36520.000000,1,68,3,12,1,1.272055e+001,7.873774e+001,2.440725e+003,2.007847e+000,6.957969e-002,1.236353e-002,1.441153e-002,2.783187e-001,9.965414e-001,0.000000e+000,3.458605e-003,0.000000e+000
36520.000000,1,68,3,13,1,1.372055e+001,8.010371e+001,2.569969e+003,2.180115e+000,6.860915e-002,1.323703e-002,1.426751e-002,2.744366e-001,9.965414e-001,0.000000e+000,3.458605e-003,0.000000e+000
36520.000000,1,68,3,14,1,1.472055e+001,8.127679e+001,2.684539e+003,2.354084e+000,6.779979e-002,1.412471e-002,1.414695e-002,2.711992e-001,9.965414e-001,0.000000e+000,3.458605e-003,0.000000e+000
36525.000000,1,59,1,0,1,7.342466e-001,5.165693e+000,2.067650e+000,9.976880e-002,4.117997e-002,5.007889e-003,5.061360e-002,1.647199e-001,0.000000e+000,8.000230e-003,7.359924e-001,2.560073e-001
36525.000000,1,59,1,1,1,1.734247e+000,7.095834e+000,5.359220e+000,1.732758e-001,2.773646e-002,5.858180e-003,4.017733e-002,1.109458e-001,0.000000e+000,8.000230e-003,7.359924e-001,2.560073e-001
36525.000000,1,67,2,0,1,7.342466e-001,7.801641e+000,8.411057e+000,9.056758e-002,2.758250e-002,5.378748e-004,2.570506e-002,1.103300e-001,0.000000e+000,0.000000e+000,8.518469e-001,1.481531e-001
36525.000000,1,67,2,1,1,1.734247e+000,1.239365e+001,3.403383e+001,1.215217e-001,1.656238e-002,4.333628e-004,1.826035e-002,6.624953e-002,0.000000e+000,0.000000e+000,8.518469e-001,1.481531e-001
36525.000000,1,67,2,2,1,2.734247e+000,1.578247e+001,7.062152e+001,1.496262e-001,1.281929e-002,4.129964e-004,1.537097e-002,5.127714e-002,0.000000e+000,0.000000e+000,8.518469e-001,1.481531e-001
36525.000000,1,67,2,3,1,3.734247e+000,1.842251e+001,1.126685e+002,1.768078e-001,1.091143e-002,4.153916e-004,1.379066e-002,4.364570e-002,0.000000e+000,0.000000e+000,8.518469e-001,1.481531e-001
